pitch_name,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,stand,sz_top,sz_bot,swing
4-Seam Fastball,6.5,-2.83,54.03,5.95,94.4,2221.0,209.0,-1.22,3.32,-0.26,1.42,0,0,0,0,1,0,L,3.69,1.83,0
4-Seam Fastball,6.7,-2.77,53.81,5.85,94.1,2317.0,206.0,0.44,3.06,-0.33,1.3,2,1,0,0,0,0,R,3.41,1.6,1
Knuckle Curve,6.5,-2.93,53.99,5.84,83.3,2489.0,38.0,1.33,0.77,0.08,-0.79,1,1,0,0,0,0,R,3.56,1.66,0
4-Seam Fastball,6.7,-2.84,53.81,5.84,93.0,2343.0,209.0,0.61,2.95,-0.51,1.29,1,0,0,0,0,0,R,3.41,1.6,1
4-Seam Fastball,6.6,-2.81,53.86,5.83,94.1,2409.0,213.0,0.37,1.14,-0.59,1.39,0,0,0,0,0,0,R,3.53,1.63,0
Changeup,6.8,-2.99,53.75,5.73,88.0,1570.0,232.0,0.04,0.75,-0.96,0.1,1,2,0,0,1,2,R,3.52,1.76,1
4-Seam Fastball,6.7,-2.6,53.81,6.05,94.2,2339.0,201.0,0.74,3.75,-0.08,1.4,1,2,0,0,1,2,R,3.52,1.76,1
4-Seam Fastball,6.6,-2.7,53.85,5.91,94.6,2414.0,206.0,-0.94,1.76,-0.24,1.48,0,2,0,0,1,2,R,3.52,1.62,0
4-Seam Fastball,6.7,-2.63,53.84,5.99,94.4,2225.0,207.0,-0.16,3.8,-0.33,1.43,0,2,0,0,1,2,R,3.52,1.76,1
4-Seam Fastball,6.7,-2.8,53.83,6.02,93.9,2274.0,207.0,-0.37,4.32,-0.33,1.47,0,1,0,0,1,2,R,3.52,1.76,1
4-Seam Fastball,6.8,-2.62,53.73,5.97,94.7,2420.0,203.0,0.35,2.85,-0.28,1.47,0,0,0,0,1,2,R,3.52,1.76,1
4-Seam Fastball,6.8,-2.67,53.73,5.88,95.4,2455.0,206.0,-0.52,2.41,-0.48,1.32,3,2,0,0,1,1,L,3.46,1.61,1
4-Seam Fastball,6.7,-3.01,53.78,5.8,94.1,2167.0,203.0,-1.32,3.21,-0.3,1.12,2,2,0,0,1,1,L,3.55,1.56,0
Knuckle Curve,6.4,-2.97,54.06,5.8,83.9,2441.0,43.0,0.5,0.61,0.31,-0.65,1,2,0,0,1,1,L,3.62,1.72,0
4-Seam Fastball,6.7,-2.72,53.83,5.93,94.5,2234.0,203.0,1.23,3.38,-0.21,1.37,0,2,0,0,1,1,L,3.59,1.72,0
4-Seam Fastball,6.6,-2.85,53.88,5.87,95.0,2265.0,214.0,0.1,3.81,-0.26,1.33,0,1,0,0,1,1,L,3.46,1.61,1
4-Seam Fastball,6.7,-2.78,53.83,5.85,94.3,2223.0,206.0,0.54,3.42,-0.02,1.25,0,0,0,0,1,1,L,3.46,1.65,0
4-Seam Fastball,6.6,-2.92,53.9,5.9,94.5,2227.0,208.0,-0.37,2.66,-0.18,1.39,0,0,0,0,0,1,L,3.49,1.54,1
Changeup,6.7,-3.0,53.79,5.66,88.6,1693.0,238.0,-0.81,1.13,-1.08,0.06,1,2,0,0,0,0,R,3.32,1.63,1
4-Seam Fastball,6.6,-2.67,53.92,5.88,95.1,2347.0,209.0,0.58,2.7,-0.21,1.44,1,1,0,0,0,0,R,3.32,1.63,1
Knuckle Curve,6.7,-2.89,53.85,5.81,83.5,2396.0,38.0,1.09,1.81,0.28,-0.69,0,1,0,0,0,0,R,3.35,1.62,0
4-Seam Fastball,6.5,-2.87,53.97,6.0,94.6,2322.0,205.0,-0.2,3.19,-0.22,1.42,0,0,0,0,0,0,R,3.32,1.63,1
4-Seam Fastball,6.7,-2.7,53.77,5.93,93.7,2295.0,198.0,0.22,2.18,-0.16,1.49,2,0,0,0,0,0,R,3.52,1.64,1
4-Seam Fastball,6.9,-2.76,53.62,5.92,92.9,2211.0,199.0,0.63,1.11,-0.11,1.46,1,0,0,0,0,0,R,3.63,1.62,0
Knuckle Curve,6.8,-2.74,53.69,5.84,80.4,2425.0,34.0,0.16,1.11,0.31,-0.96,0,0,0,0,0,0,R,3.57,1.66,0
4-Seam Fastball,7.0,-2.57,53.55,5.92,93.8,2269.0,197.0,0.2,2.37,0.02,1.43,2,2,0,0,0,2,R,3.71,1.7,1
Knuckle Curve,6.8,-2.91,53.71,5.74,81.5,2559.0,33.0,0.48,1.22,0.39,-1.1,2,2,0,0,0,2,R,3.71,1.7,1
Knuckle Curve,6.9,-2.93,53.57,5.75,82.4,2506.0,33.0,0.76,0.94,0.25,-0.94,1,2,0,0,0,2,R,3.69,1.68,0
4-Seam Fastball,6.8,-2.89,53.69,5.89,93.8,2428.0,207.0,-0.57,1.61,-0.34,1.71,1,1,0,0,0,2,R,3.71,1.7,1
4-Seam Fastball,6.7,-2.75,53.82,5.93,92.6,2201.0,202.0,-0.82,2.99,-0.32,1.35,1,0,0,0,0,2,R,3.71,1.7,1
4-Seam Fastball,6.7,-2.78,53.82,5.99,91.9,2150.0,195.0,-0.77,4.21,-0.19,1.32,0,0,0,0,0,2,R,3.69,1.68,0
Knuckle Curve,6.9,-2.84,53.62,5.74,80.2,2288.0,40.0,-0.2,2.53,0.44,-1.01,1,1,0,0,0,1,L,3.12,1.53,1
4-Seam Fastball,6.7,-2.66,53.83,5.96,92.4,2291.0,203.0,0.33,3.9,-0.37,1.33,0,1,0,0,0,1,L,3.12,1.55,0
4-Seam Fastball,6.8,-2.66,53.72,5.92,93.2,2315.0,200.0,-0.75,2.95,-0.46,1.55,0,0,0,0,0,1,L,3.12,1.55,0
4-Seam Fastball,6.9,-2.51,53.57,5.93,93.1,2139.0,199.0,0.83,2.8,-0.23,1.29,2,1,0,0,0,0,R,3.73,1.78,1
4-Seam Fastball,6.8,-2.62,53.66,5.99,93.7,2323.0,200.0,-0.24,2.16,-0.28,1.53,2,0,0,0,0,0,R,3.73,1.78,1
4-Seam Fastball,6.7,-2.92,53.78,5.96,91.2,2151.0,203.0,-1.38,2.11,-0.21,1.4,1,0,0,0,0,0,R,3.8,1.85,0
Cutter,6.8,-2.59,53.74,5.99,91.3,2230.0,196.0,1.18,1.75,0.33,1.25,0,0,0,0,0,0,R,3.82,1.85,0
4-Seam Fastball,6.7,-2.62,53.75,5.9,93.7,2194.0,199.0,0.06,2.01,-0.03,1.43,3,1,0,0,1,2,R,3.42,1.59,1
Cutter,6.8,-2.82,53.72,5.74,88.7,2179.0,176.0,1.3,1.15,0.37,0.78,2,1,0,0,1,2,R,3.44,1.57,0
4-Seam Fastball,6.7,-2.64,53.83,5.98,92.9,2379.0,196.0,-0.28,2.91,-0.19,1.54,2,0,0,0,1,2,R,3.47,1.57,0
4-Seam Fastball,6.9,-2.79,53.63,5.93,92.9,2301.0,195.0,-0.23,1.33,-0.34,1.51,1,0,0,0,1,2,R,3.44,1.57,0
Cutter,6.9,-2.88,53.61,5.69,89.6,2239.0,181.0,1.23,1.25,0.23,0.91,0,0,0,0,1,2,R,3.51,1.57,0
Changeup,6.8,-2.96,53.68,5.65,87.1,1455.0,224.0,-0.41,2.02,-0.96,0.45,1,1,0,1,0,2,L,3.61,1.77,1
4-Seam Fastball,6.7,-2.66,53.8,5.87,94.2,2268.0,205.0,-0.05,1.9,-0.09,1.4,1,0,0,1,0,2,L,3.56,1.7,0
Changeup,6.9,-2.87,53.64,5.62,87.9,1511.0,224.0,-0.84,0.96,-1.17,0.39,0,0,0,1,0,2,L,3.56,1.72,0
4-Seam Fastball,6.7,-2.62,53.84,5.89,95.3,2284.0,199.0,-0.56,1.68,-0.27,1.56,3,2,0,1,0,1,R,3.61,1.8,0
Cutter,6.8,-3.09,53.72,5.68,90.0,2242.0,185.0,0.5,1.23,0.33,0.78,2,2,0,1,0,1,R,3.56,1.82,0
Cutter,6.9,-2.88,53.61,5.66,89.7,2198.0,172.0,1.3,1.71,0.45,0.84,1,2,0,1,0,1,R,3.59,1.77,0
4-Seam Fastball,6.7,-2.76,53.78,5.89,93.7,2311.0,203.0,-1.26,2.77,-0.25,1.67,0,2,0,1,0,1,R,3.59,1.8,0
Cutter,6.8,-2.88,53.68,5.71,89.7,2269.0,178.0,0.48,2.42,0.18,1.14,0,1,0,1,0,1,R,3.54,1.75,1
4-Seam Fastball,6.7,-2.71,53.77,5.98,93.3,2286.0,199.0,0.48,2.51,-0.16,1.5,0,0,0,1,0,1,R,3.59,1.84,0
Cutter,6.9,-2.94,53.64,5.69,90.4,2307.0,182.0,0.33,2.33,0.35,0.66,2,2,0,1,0,0,R,3.4,1.61,1
4-Seam Fastball,6.8,-2.63,53.75,5.9,93.6,2287.0,198.0,0.74,3.12,-0.22,1.53,2,2,0,1,0,0,R,3.4,1.61,1
Cutter,6.8,-2.95,53.67,5.72,89.4,2247.0,178.0,1.21,1.74,0.46,0.68,2,2,0,1,0,0,R,3.4,1.61,1
Changeup,6.8,-3.08,53.73,5.62,87.3,1512.0,222.0,-1.07,1.34,-1.21,0.17,2,2,0,1,0,0,R,3.4,1.61,1
Changeup,6.9,-3.11,53.6,5.65,87.4,1655.0,228.0,-0.96,0.23,-1.07,0.28,1,2,0,1,0,0,R,3.24,1.59,0
Knuckle Curve,6.7,-2.85,53.76,5.83,81.9,2325.0,37.0,-0.58,1.67,0.37,-1.03,1,2,0,1,0,0,R,3.4,1.61,1
Changeup,6.8,-2.98,53.67,5.66,87.7,1543.0,220.0,-1.25,0.93,-1.0,0.65,0,2,0,1,0,0,R,3.33,1.59,0
4-Seam Fastball,6.7,-2.62,53.82,5.93,93.7,2284.0,199.0,0.61,1.78,-0.13,1.61,0,1,0,1,0,0,R,3.33,1.59,0
Cutter,6.9,-2.82,53.65,5.8,89.6,2393.0,165.0,-0.01,2.27,0.42,0.79,0,0,0,1,0,0,R,3.4,1.61,1
4-Seam Fastball,6.7,-2.51,53.78,5.97,93.4,2200.0,201.0,-0.13,1.99,-0.16,1.59,3,2,0,0,0,0,L,3.34,1.6,1
4-Seam Fastball,6.6,-2.82,53.93,5.94,93.2,2169.0,200.0,-1.75,2.12,-0.12,1.43,2,2,0,0,0,0,L,3.2,1.58,0
4-Seam Fastball,6.6,-2.73,53.94,5.99,92.0,2261.0,196.0,-0.17,2.42,0.06,1.5,2,1,0,0,0,0,L,3.34,1.6,1
4-Seam Fastball,6.5,-2.76,54.01,5.95,92.5,2260.0,201.0,-0.79,2.22,-0.06,1.52,2,0,0,0,0,0,L,3.29,1.58,0
Changeup,6.8,-2.88,53.67,5.75,85.3,1431.0,218.0,-0.4,1.41,-0.75,0.65,1,0,0,0,0,0,L,3.27,1.6,0
4-Seam Fastball,6.7,-2.84,53.77,5.97,91.0,2206.0,199.0,-1.07,2.58,-0.02,1.44,0,0,0,0,0,0,L,3.29,1.58,0
Knuckle Curve,6.6,-2.95,53.9,5.9,81.5,2449.0,30.0,-0.6,2.42,0.53,-0.86,3,2,0,0,1,2,R,3.52,1.64,1
Knuckle Curve,6.9,-2.79,53.58,5.77,82.1,2476.0,31.0,0.94,-0.24,0.17,-1.03,2,2,0,0,1,2,R,3.54,1.66,0
Knuckle Curve,6.6,-2.86,53.86,5.86,81.7,2396.0,34.0,0.7,1.75,0.12,-0.88,2,2,0,0,1,2,R,3.52,1.64,1
4-Seam Fastball,6.7,-2.68,53.78,6.0,93.5,2332.0,197.0,0.05,2.39,-0.12,1.34,2,1,0,0,1,2,R,3.52,1.64,1
Cutter,6.7,-2.87,53.77,5.8,89.1,2277.0,163.0,1.15,1.67,0.37,0.58,1,1,0,0,1,2,R,3.61,1.71,0
4-Seam Fastball,6.7,-2.74,53.75,5.94,93.9,2364.0,205.0,-0.36,1.83,-0.54,1.45,1,0,0,0,1,2,R,3.59,1.64,0
4-Seam Fastball,6.7,-2.72,53.8,5.97,93.4,2361.0,200.0,0.4,1.55,-0.36,1.41,0,0,0,0,1,2,R,3.59,1.84,0
4-Seam Fastball,6.7,-2.77,53.76,5.97,94.1,2388.0,210.0,0.38,1.73,-0.57,1.46,3,2,0,0,1,1,R,3.66,1.63,0
4-Seam Fastball,6.7,-2.71,53.82,5.96,93.6,2309.0,196.0,0.02,2.28,-0.31,1.58,3,2,0,0,1,1,R,3.71,1.7,1
4-Seam Fastball,6.8,-2.74,53.73,5.9,92.5,2250.0,203.0,0.67,2.4,-0.32,1.57,3,1,0,0,1,1,R,3.66,1.65,0
Knuckle Curve,6.6,-2.85,53.88,5.93,81.3,2506.0,33.0,0.81,0.81,0.27,-1.15,2,1,0,0,1,1,R,3.6,1.63,0
4-Seam Fastball,6.8,-2.77,53.69,5.91,93.0,2290.0,205.0,0.55,0.99,-0.33,1.61,1,1,0,0,1,1,R,3.71,1.68,0
4-Seam Fastball,6.6,-2.84,53.85,5.99,93.8,2316.0,203.0,-1.15,2.31,-0.37,1.68,0,1,0,0,1,1,R,3.69,1.65,0
4-Seam Fastball,6.6,-2.58,53.87,5.97,92.6,2238.0,196.0,-0.3,2.43,-0.26,1.5,0,0,0,0,1,1,R,3.71,1.7,1
4-Seam Fastball,6.5,-2.88,54.0,5.94,92.0,2150.0,200.0,0.2,2.99,-0.14,1.42,0,1,0,0,1,0,L,3.12,1.53,1
Changeup,6.7,-3.03,53.79,5.74,85.7,1446.0,228.0,-0.75,1.59,-1.09,0.61,0,0,0,0,1,0,L,3.12,1.53,0
4-Seam Fastball,6.7,-2.63,53.78,6.02,91.4,2213.0,194.0,1.2,2.42,-0.16,1.38,3,1,0,0,0,0,R,3.75,1.8,0
4-Seam Fastball,6.8,-2.84,53.74,5.89,91.7,2234.0,201.0,0.55,2.5,-0.29,1.42,3,0,0,0,0,0,R,3.78,1.8,0
4-Seam Fastball,6.8,-2.62,53.71,5.88,92.4,2200.0,202.0,0.84,2.62,-0.21,1.55,2,0,0,0,0,0,R,3.78,1.87,0
Knuckle Curve,6.6,-2.91,53.94,5.86,80.4,2305.0,30.0,0.55,0.27,0.32,-1.08,1,0,0,0,0,0,R,3.75,1.83,0
Cutter,6.7,-3.04,53.81,5.81,87.2,2288.0,189.0,0.59,1.08,0.42,0.93,0,0,0,0,0,0,R,3.78,1.8,0
Cutter,6.7,-3.01,53.81,5.81,90.1,2266.0,172.0,-0.34,2.24,0.26,1.0,2,1,0,1,0,2,R,3.42,1.59,1
Knuckle Curve,6.8,-2.92,53.69,5.79,81.4,2337.0,36.0,0.17,1.0,0.56,-0.93,1,1,0,1,0,2,R,3.4,1.57,0
Knuckle Curve,6.8,-3.03,53.69,5.86,80.6,2429.0,31.0,-0.69,1.83,0.35,-1.16,1,0,0,1,0,2,R,3.42,1.59,1
Cutter,6.7,-3.03,53.78,5.72,88.5,2259.0,179.0,0.95,0.84,0.32,0.78,0,0,0,1,0,2,R,3.42,1.57,0
Knuckle Curve,6.6,-2.97,53.86,5.79,80.2,2359.0,37.0,0.08,1.04,0.28,-1.2,2,2,0,1,0,1,L,3.61,1.77,1
Knuckle Curve,6.7,-2.94,53.77,5.77,81.3,2513.0,33.0,0.77,-0.54,0.37,-1.19,1,2,0,1,0,1,L,3.52,1.66,0
Changeup,6.7,-3.1,53.77,5.7,86.5,1448.0,227.0,-0.04,1.76,-1.09,0.68,1,1,0,1,0,1,L,3.61,1.77,1
Changeup,6.8,-3.08,53.69,5.68,86.6,1476.0,229.0,-0.32,1.49,-1.13,0.7,1,0,0,1,0,1,L,3.57,1.57,0
Changeup,6.6,-3.19,53.85,5.71,86.8,1486.0,229.0,-1.01,0.65,-1.24,0.05,0,0,0,1,0,1,L,3.56,1.7,0
4-Seam Fastball,6.7,-2.9,53.83,5.84,92.1,2143.0,204.0,-0.84,2.76,0.03,1.48,0,0,0,0,0,1,R,3.54,1.75,1
Cutter,6.7,-2.96,53.83,5.81,87.8,2279.0,170.0,0.3,1.87,0.4,0.97,1,1,0,0,0,0,R,3.4,1.61,1
Cutter,6.7,-2.84,53.76,5.82,88.1,2263.0,176.0,1.27,1.28,0.37,1.03,0,1,0,0,0,0,R,3.33,1.59,0
4-Seam Fastball,6.8,-2.69,53.7,5.9,92.5,2292.0,199.0,0.25,2.15,-0.45,1.65,0,0,0,0,0,0,R,3.29,1.59,0
Changeup,6.8,-2.98,53.7,5.7,86.7,1520.0,225.0,0.38,2.18,-0.76,0.36,1,0,0,0,0,2,L,3.34,1.6,1
Knuckle Curve,6.6,-2.9,53.95,5.87,80.4,2493.0,37.0,0.8,0.95,0.83,-0.92,0,0,0,0,0,2,L,3.32,1.56,0
Knuckle Curve,6.6,-3.03,53.88,5.84,79.6,2369.0,33.0,0.15,1.55,0.82,-0.83,0,2,0,0,0,1,R,3.52,1.64,1
4-Seam Fastball,6.7,-2.98,53.75,5.9,91.2,2183.0,198.0,-0.21,2.42,-0.12,1.31,0,1,0,0,0,1,R,3.52,1.64,1
Knuckle Curve,6.5,-2.74,53.97,5.88,80.6,2391.0,38.0,0.34,2.3,0.6,-1.24,0,0,0,0,0,1,R,3.54,1.71,0
Cutter,6.7,-2.84,53.8,5.84,88.0,2279.0,170.0,0.69,2.52,0.38,0.79,2,1,0,0,0,0,R,3.71,1.7,1
4-Seam Fastball,6.7,-2.95,53.79,5.88,92.3,2293.0,201.0,-0.1,2.3,0.0,1.41,2,0,0,0,0,0,R,3.71,1.7,1
Knuckle Curve,6.6,-2.85,53.85,5.9,80.7,2256.0,35.0,0.53,0.8,0.29,-1.07,1,0,0,0,0,0,R,3.64,1.61,0
4-Seam Fastball,6.6,-2.97,53.9,6.02,91.8,2320.0,200.0,-1.59,2.87,-0.24,1.48,0,0,0,0,0,0,R,3.66,1.61,0
4-Seam Fastball,6.6,-2.92,53.95,5.88,93.9,2350.0,200.0,-0.82,3.2,-0.3,1.56,2,2,0,0,0,2,L,3.12,1.53,1
Changeup,6.7,-2.91,53.81,5.74,86.6,1481.0,228.0,-0.77,1.71,-1.46,0.3,2,2,0,0,0,2,L,3.12,1.53,1
Knuckle Curve,6.5,-2.85,54.02,5.9,80.1,2436.0,39.0,0.13,0.62,0.57,-0.96,1,2,0,0,0,2,L,2.94,1.44,0
Changeup,6.7,-3.13,53.82,5.71,87.1,1496.0,227.0,-1.38,2.44,-1.08,0.45,1,1,0,0,0,2,L,3.12,1.53,1
Knuckle Curve,6.4,-2.87,54.11,5.88,81.3,2408.0,39.0,-0.21,2.27,0.14,-0.68,1,0,0,0,0,2,L,3.03,1.46,0
Knuckle Curve,6.5,-2.84,54.04,5.85,82.8,2448.0,33.0,0.84,1.09,0.2,-0.75,0,0,0,0,0,2,L,2.96,1.51,0
4-Seam Fastball,6.6,-2.9,53.89,5.92,92.8,2293.0,204.0,-0.4,2.75,-0.42,1.26,1,1,0,0,0,1,R,3.73,1.78,1
Knuckle Curve,6.5,-3.04,54.04,5.84,82.4,2455.0,33.0,1.09,0.17,0.43,-1.09,0,1,0,0,0,1,R,3.8,1.83,0
4-Seam Fastball,6.5,-2.72,53.96,5.95,93.3,2365.0,203.0,-0.23,1.98,-0.26,1.54,0,0,0,0,0,1,R,3.84,1.85,0
4-Seam Fastball,6.5,-2.93,53.97,5.96,92.7,2295.0,203.0,-0.19,2.22,-0.13,1.42,1,1,0,0,0,0,R,3.42,1.59,1
4-Seam Fastball,6.6,-2.88,53.92,6.0,92.9,2343.0,201.0,0.56,3.48,-0.4,1.47,0,1,0,0,0,0,R,3.44,1.59,0
4-Seam Fastball,6.6,-2.76,53.9,6.0,92.5,2329.0,202.0,0.58,2.29,-0.23,1.47,0,0,0,0,0,0,R,3.42,1.59,1
4-Seam Fastball,6.8,-2.73,53.66,5.88,94.7,2173.0,210.0,-0.17,2.51,-0.14,1.4,3,2,0,1,0,2,R,3.57,1.65,1
Knuckle Curve,6.7,-2.93,53.8,5.82,80.8,2394.0,34.0,0.01,0.94,0.47,-1.11,2,2,0,1,0,2,R,3.39,1.56,0
4-Seam Fastball,6.8,-2.71,53.69,5.95,94.2,2333.0,201.0,0.12,2.44,-0.25,1.27,2,1,0,1,0,2,R,3.57,1.65,1
Changeup,7.1,-2.88,53.44,5.76,87.1,1447.0,221.0,-0.28,1.74,-1.09,0.18,2,0,0,1,0,2,R,3.49,1.59,0
4-Seam Fastball,7.0,-2.52,53.54,6.02,94.4,2363.0,204.0,0.47,3.59,-0.18,1.31,1,0,0,1,0,2,R,3.52,1.59,0
4-Seam Fastball,7.0,-2.69,53.53,5.86,94.5,2468.0,200.0,-1.36,2.34,-0.19,1.35,0,0,0,1,0,2,R,3.52,1.59,0
Changeup,6.9,-2.91,53.56,5.73,88.8,1592.0,217.0,-0.07,2.29,-0.86,0.33,0,1,0,0,0,2,R,3.66,1.7,1
Knuckle Curve,6.7,-2.64,53.8,5.91,83.2,2443.0,30.0,-0.17,1.61,0.14,-0.99,0,0,0,0,0,2,R,3.66,1.7,1
Knuckle Curve,6.7,-2.82,53.76,5.83,80.7,2228.0,41.0,-0.97,2.9,0.46,-0.91,3,2,0,0,0,1,L,3.09,1.49,1
4-Seam Fastball,6.9,-2.62,53.56,5.83,94.4,2178.0,204.0,0.31,0.92,-0.23,1.24,2,2,0,0,0,1,L,3.02,1.43,0
Knuckle Curve,6.7,-2.8,53.79,5.85,80.7,2372.0,36.0,-0.1,2.5,0.47,-0.9,2,1,0,0,0,1,L,3.09,1.49,1
Changeup,6.9,-2.86,53.6,5.71,87.7,1588.0,224.0,0.09,1.21,-0.98,0.33,1,1,0,0,0,1,L,3.26,1.56,0
4-Seam Fastball,6.8,-2.42,53.68,5.96,94.1,2365.0,199.0,1.48,1.65,-0.21,1.34,0,1,0,0,0,1,L,3.19,1.53,0
Knuckle Curve,6.5,-2.68,53.98,5.88,82.3,2385.0,32.0,-0.49,1.62,0.42,-0.94,0,0,0,0,0,1,L,3.09,1.49,1
Knuckle Curve,6.7,-2.9,53.84,5.74,81.5,2364.0,37.0,-0.34,0.48,0.3,-0.85,2,2,0,0,0,0,R,3.69,1.76,1
Changeup,6.8,-2.84,53.73,5.78,86.4,1444.0,221.0,-0.08,2.69,-0.59,0.97,2,2,0,0,0,0,R,3.69,1.76,1
4-Seam Fastball,6.8,-2.7,53.69,5.98,92.7,2180.0,210.0,-0.19,4.25,-0.07,1.3,1,2,0,0,0,0,R,3.59,1.69,0
4-Seam Fastball,6.9,-2.47,53.61,5.9,93.2,2218.0,205.0,0.54,2.47,-0.15,1.26,1,1,0,0,0,0,R,3.69,1.76,1
Changeup,7.1,-2.93,53.44,5.7,87.4,1539.0,223.0,-0.31,1.02,-0.6,0.53,0,1,0,0,0,0,R,3.59,1.66,0
Cutter,6.7,-2.72,53.77,5.86,89.0,2380.0,189.0,0.44,1.62,0.41,0.88,0,0,0,0,0,0,R,3.69,1.76,1
Knuckle Curve,6.7,-2.66,53.8,5.95,81.2,2452.0,40.0,-0.9,2.81,0.35,-1.08,0,0,0,0,0,2,R,3.35,1.56,1
Knuckle Curve,6.9,-2.76,53.62,5.79,81.3,2451.0,37.0,-0.66,1.54,0.41,-1.09,1,2,0,0,0,1,L,3.51,1.67,1
4-Seam Fastball,6.7,-2.84,53.83,5.9,92.6,2294.0,202.0,-0.56,3.56,-0.15,1.28,0,2,0,0,0,1,L,3.76,1.86,0
Knuckle Curve,6.8,-2.7,53.72,5.83,82.1,2320.0,30.0,-0.97,2.05,0.2,-0.54,0,1,0,0,0,1,L,3.62,1.84,0
4-Seam Fastball,6.9,-2.69,53.58,5.91,92.5,2344.0,207.0,0.07,2.8,-0.2,1.41,0,0,0,0,0,1,L,3.42,1.82,0
Cutter,6.7,-2.7,53.76,5.95,89.0,2435.0,185.0,-0.52,2.22,0.31,1.02,0,0,0,0,0,0,R,3.26,1.59,1
Knuckle Curve,6.7,-2.67,53.77,5.84,82.8,2351.0,35.0,0.24,0.67,0.18,-0.97,1,2,1,0,1,2,R,3.42,1.62,1
Changeup,6.8,-2.94,53.73,5.79,88.3,1733.0,223.0,-0.22,1.1,-1.14,0.1,1,2,1,0,1,2,R,3.42,1.62,1
Knuckle Curve,6.8,-2.86,53.7,5.81,82.4,2378.0,30.0,0.72,-0.8,0.15,-0.65,0,2,1,0,1,2,R,3.09,1.39,0
Changeup,6.8,-2.84,53.75,5.82,86.7,1516.0,224.0,0.23,2.27,-1.05,0.11,0,1,1,0,1,2,R,3.42,1.62,1
4-Seam Fastball,6.6,-2.75,53.87,6.03,94.0,2229.0,193.0,0.26,2.81,-0.1,1.27,0,0,1,0,1,2,R,3.36,1.56,0
4-Seam Fastball,6.9,-2.54,53.55,5.87,95.2,2372.0,202.0,0.17,2.08,-0.15,1.47,2,2,0,1,1,1,L,3.26,1.54,1
Knuckle Curve,6.8,-2.69,53.66,5.83,80.9,2388.0,33.0,-0.77,1.19,0.32,-0.88,1,2,0,1,1,1,L,3.29,1.62,0
4-Seam Fastball,7.0,-2.58,53.47,5.9,95.3,2534.0,205.0,0.11,1.71,-0.25,1.56,1,1,0,1,1,1,L,3.42,1.62,0
4-Seam Fastball,7.0,-2.55,53.49,5.85,94.3,2471.0,202.0,1.37,2.16,0.11,1.41,0,1,0,1,1,1,L,3.46,1.66,0
Knuckle Curve,6.8,-2.77,53.66,5.88,81.4,2352.0,30.0,-0.68,2.6,0.37,-0.94,0,0,0,1,1,1,L,3.49,1.66,0
Knuckle Curve,6.6,-2.8,53.91,5.87,81.8,2409.0,35.0,-1.59,2.76,0.21,-0.87,3,2,0,1,0,1,R,3.46,1.59,0
Changeup,6.8,-2.88,53.66,5.74,87.9,1503.0,222.0,-1.07,1.52,-1.0,0.32,2,2,0,1,0,1,R,3.49,1.62,0
Changeup,7.0,-2.84,53.52,5.76,87.4,1525.0,222.0,-0.49,1.8,-0.99,0.44,2,1,0,1,0,1,R,3.57,1.65,1
4-Seam Fastball,6.9,-2.58,53.55,5.93,94.3,2365.0,204.0,0.57,1.99,-0.3,1.39,2,0,0,1,0,1,R,3.52,1.59,0
Changeup,7.0,-2.96,53.53,5.68,86.9,1504.0,224.0,0.21,1.27,-0.99,0.66,1,0,0,1,0,1,R,3.52,1.59,0
Changeup,6.9,-2.85,53.62,5.74,88.3,1575.0,226.0,-0.38,0.95,-0.86,0.26,0,0,0,1,0,1,R,3.49,1.53,0
4-Seam Fastball,6.9,-2.67,53.61,5.96,91.2,2184.0,202.0,0.5,2.96,0.06,1.17,0,0,0,0,0,1,R,3.66,1.7,1
Changeup,7.1,-2.92,53.45,5.74,85.1,1584.0,225.0,-0.43,1.65,-1.22,0.39,2,1,0,0,0,0,L,3.09,1.49,1
Knuckle Curve,6.8,-2.79,53.68,5.83,80.5,2308.0,36.0,0.1,0.3,0.39,-0.71,1,1,0,0,0,0,L,3.19,1.53,0
4-Seam Fastball,6.8,-2.62,53.7,5.93,91.7,2264.0,201.0,0.43,1.69,-0.14,1.26,1,0,0,0,0,0,L,3.22,1.53,0
Knuckle Curve,6.7,-2.78,53.78,5.94,79.2,2321.0,30.0,-1.11,1.41,0.32,-0.76,0,0,0,0,0,0,L,3.26,1.53,0
Knuckle Curve,6.6,-2.59,53.87,5.82,80.0,2412.0,27.0,-0.43,1.08,0.44,-1.2,1,2,0,0,0,2,R,3.69,1.76,1
Knuckle Curve,6.7,-2.75,53.78,5.86,80.4,2451.0,35.0,-1.34,1.35,0.55,-1.13,0,2,0,0,0,2,R,3.52,1.69,0
Knuckle Curve,6.8,-2.62,53.72,5.84,82.9,2457.0,33.0,-0.19,1.33,0.3,-0.97,0,1,0,0,0,2,R,3.69,1.76,1
4-Seam Fastball,6.9,-2.57,53.63,5.92,92.8,2265.0,197.0,0.65,2.19,-0.25,1.06,0,0,0,0,0,2,R,3.69,1.76,0
